"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.ref_area","with.region","collection","collection.label","subject","subject.label","database","database.label"
"EAR_EMTM_SEX_ECO_NB_A","EAR_EMTM_SEX_ECO_NB","Median monthly earnings of employees by sex and economic activity (local currency)","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,ECO",1989,2025,"03/03/2026 08:50:27",125159,146,,"YI","Annual indicators","EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_ECO_CUR_NB_A","EAR_EMTM_SEX_ECO_CUR_NB","Median monthly earnings of employees by sex, economic activity and currency","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,ECO,CUR",1989,2025,"03/03/2026 09:06:23",394435,148,,"YI","Annual indicators","EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_OCU_NB_A","EAR_EMTM_SEX_OCU_NB","Median monthly earnings of employees by sex and occupation (local currency)","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,OCU",1989,2025,"03/03/2026 08:50:27",73309,139,,"YI","Annual indicators","EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_EMTM_SEX_OCU_CUR_NB_A","EAR_EMTM_SEX_OCU_CUR_NB","Median monthly earnings of employees by sex, occupation and currency","A","Annual","EAR_EMTM_NB","Median monthly earnings of employees","SEX,OCU,CUR",1989,2025,"03/03/2026 09:06:23",206505,138,,"YI","Annual indicators","EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"GED_PEAR_SEX_HHT_CHL_NB_A","GED_PEAR_SEX_HHT_CHL_NB","Average monthly earnings of prime-age employees by sex, household type and presence of children (local currency)","A","Annual","GED_PEAR_NB","Average monthly earnings of employees who are prime-age household members","SEX,HHT,CHL",2000,2025,"16/12/2025 16:04:37",48178,63,,"YI","Annual indicators","EAR","Earnings","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"GED_PEAR_SEX_HHT_GEO_NB_A","GED_PEAR_SEX_HHT_GEO_NB","Average monthly earnings of prime-age employees by sex, household type and rural / urban areas (local currency)","A","Annual","GED_PEAR_NB","Average monthly earnings of employees who are prime-age household members","SEX,HHT,GEO",2000,2025,"16/12/2025 16:04:37",17983,53,,"YI","Annual indicators","EAR","Earnings","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAR_INEE_NOC_NB_A","EAR_INEE_NOC_NB","Statutory nominal gross monthly minimum wage (local currency)","A","Annual","EAR_INEE_NB","Monthly minimum wage",,1980,2025,"06/02/2026 10:54:55",3934,175,,"YI","Annual indicators","EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_INEE_CUR_NB_A","EAR_INEE_CUR_NB","Statutory nominal gross monthly minimum wage by currency","A","Annual","EAR_INEE_NB","Monthly minimum wage","CUR",1980,2025,"03/02/2026 10:08:54",11148,175,,"YI","Annual indicators","EAR","Earnings","COND","Wages and Working Time Statistics (COND)"
"EAR_XTLP_SEX_RT_A","EAR_XTLP_SEX_RT","Low pay rate by sex (%)","A","Annual","EAR_XTLP_RT","Low pay rate","SEX",1990,2025,"25/02/2026 07:04:40",4539,137,,"YI","Annual indicators","INQ","Income and pay inequality","COND","Wages and Working Time Statistics (COND)"
"EAR_XFLS_NOC_RT_A","EAR_XFLS_NOC_RT","Female share of low pay earners (%)","A","Annual","EAR_XFLS_RT","Female share of low pay earners",,1990,2025,"25/02/2026 07:04:40",1103,135,,"YI","Annual indicators","INQ","Income and pay inequality","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAR_GGAP_OCU_RT_A","EAR_GGAP_OCU_RT","Gender wage gap by occupation (%)","A","Annual","EAR_GGAP_RT","Gender pay gap","OCU",1969,2025,"25/02/2026 07:04:40",14191,122,,"YI","Annual indicators","INQ","Income and pay inequality","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"CPI_XCPI_COI_RT_A","CPI_XCPI_COI_RT","National consumer price index (CPI) by COICOP (2017 = 100)","A","Annual","CPI_XCPI_RT","CPI","COI",1914,2025,"13/02/2026 12:49:20",46304,198,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_XCPI_COI_RT_Q","CPI_XCPI_COI_RT","National consumer price index (CPI) by COICOP (2017 = 100)","Q","Quarterly","CPI_XCPI_RT","CPI","COI",1914,2025,"14/02/2026 08:00:37",189213,199,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_XCPI_COI_RT_M","CPI_XCPI_COI_RT","National consumer price index (CPI) by COICOP (2017 = 100)","M","Monthly","CPI_XCPI_RT","CPI","COI",1914,2026,"13/02/2026 14:50:04",554077,199,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_NCPD_COI_RT_Q","CPI_NCPD_COI_RT","National consumer price index (CPI) by COICOP, percentage change from previous period (%)","Q","Quarterly","CPI_NCPD_RT","CPI percentage change from previous period","COI",1914,2025,"14/02/2026 08:00:37",181284,198,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_NCPD_COI_RT_M","CPI_NCPD_COI_RT","National consumer price index (CPI) by COICOP, percentage change from previous period (%)","M","Monthly","CPI_NCPD_RT","CPI percentage change from previous period","COI",1914,2026,"13/02/2026 14:50:04",479255,198,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_NCYR_COI_RT_A","CPI_NCYR_COI_RT","National consumer price index (CPI) by COICOP, percentage change from previous year (%)","A","Annual","CPI_NCYR_RT","CPI percentage change from previous year","COI",1915,2025,"14/02/2026 07:41:43",44373,198,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_NCYR_COI_RT_Q","CPI_NCYR_COI_RT","National consumer price index (CPI) by COICOP, percentage change from previous year (%)","Q","Quarterly","CPI_NCYR_RT","CPI percentage change from previous year","COI",1915,2025,"14/02/2026 08:00:37",180600,199,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_NCYR_COI_RT_M","CPI_NCYR_COI_RT","National consumer price index (CPI) by COICOP, percentage change from previous year (%)","M","Monthly","CPI_NCYR_RT","CPI percentage change from previous year","COI",1915,2026,"13/02/2026 14:50:04",528030,199,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_NWGT_COI_RT_A","CPI_NWGT_COI_RT","National consumer price index (CPI) by COICOP, country weights (%)","A","Annual","CPI_NWGT_RT","CPI country weights","COI",1980,2025,"11/02/2026 12:06:18",40829,175,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_ACPI_COI_RT_A","CPI_ACPI_COI_RT","National consumer price index (CPI), annual rate of change (%) - discontinued","A","Annual","CPI_ACPI_RT","CPI annual rate of change","COI",1976,2014,"13/02/2026 12:49:20",12261,212,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_ACPI_COI_RT_Q","CPI_ACPI_COI_RT","National consumer price index (CPI), annual rate of change (%) - discontinued","Q","Quarterly","CPI_ACPI_RT","CPI annual rate of change","COI",1977,2014,"11/02/2026 21:11:54",3100,17,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_ACPI_COI_RT_M","CPI_ACPI_COI_RT","National consumer price index (CPI), annual rate of change (%) - discontinued","M","Monthly","CPI_ACPI_RT","CPI annual rate of change","COI",1977,2014,"11/02/2026 21:11:54",129619,203,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_MCPI_COI_RT_Q","CPI_MCPI_COI_RT","National consumer price index (CPI), monthly rate of change (%) - discontinued","Q","Quarterly","CPI_MCPI_RT","CPI monthly rate of change","COI",1976,2014,"11/02/2026 14:11:50",3266,17,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CPI_MCPI_COI_RT_M","CPI_MCPI_COI_RT","National consumer price index (CPI), monthly rate of change (%) - discontinued","M","Monthly","CPI_MCPI_RT","CPI monthly rate of change","COI",1976,2014,"11/02/2026 14:11:50",135342,202,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CPI","Consumer price indices","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CCF_XOXR_CUR_RT_A","CCF_XOXR_CUR_RT","Official exchange rate (LCU per US dollar)","A","Annual","CCF_XOXR_RT","Official exchange rate","CUR",1990,2024,"11/02/2026 11:12:07",5533,194,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CCF","Currency conversion factors","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"CCF_XPPP_CUR_RT_A","CCF_XPPP_CUR_RT","PPP conversion factor, private consumption (LCU per international dollar)","A","Annual","CCF_XPPP_RT","PPP conversion factor","CUR",1990,2025,"11/02/2026 11:23:06",5758,195,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","CCF","Currency conversion factors","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"LAC_XEES_ECO_CUR_NB_A","LAC_XEES_ECO_CUR_NB","Average hourly labour cost per employee by economic activity and currency - Discontinued","A","Annual","LAC_XEES_NB","Mean nominal hourly labour cost per employee","ECO,CUR",1995,2024,"16/02/2026 19:15:09",39367,53,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","LAC","Labour cost","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"LAC_XEES_ECO_NB_A","LAC_XEES_ECO_NB","Average hourly labour cost per employee by economic activity - Discontinued (local currency)","A","Annual","LAC_XEES_NB","Mean nominal hourly labour cost per employee","ECO",1994,2024,"14/02/2026 20:28:09",16979,72,,"PRICES","Prices, Costs and Currency Conversions (PRICES)","LAC","Labour cost","PRICES","Prices, Costs and Currency Conversions (PRICES)"
"INJ_DAYS_SEX_MIG_NB_A","INJ_DAYS_SEX_MIG_NB","Days lost due to cases of occupational injury with temporary incapacity for work by sex and migrant status","A","Annual","INJ_DAYS_NB","Days lost due to cases of occupational injury with temporary incapacity for work","SEX,MIG",1975,2024,"13/02/2026 12:54:59",6022,117,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_DAYS_ECO_NB_A","INJ_DAYS_ECO_NB","Days lost due to cases of occupational injury with temporary incapacity for work by economic activity","A","Annual","INJ_DAYS_NB","Days lost due to cases of occupational injury with temporary incapacity for work","ECO",1975,2024,"14/02/2026 20:48:48",30576,116,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_FATL_SEX_MIG_NB_A","INJ_FATL_SEX_MIG_NB","Cases of fatal occupational injury by sex and migrant status","A","Annual","INJ_FATL_NB","Cases of fatal occupational injury","SEX,MIG",1970,2024,"14/02/2026 20:32:56",8545,149,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_FATL_ECO_NB_A","INJ_FATL_ECO_NB","Cases of fatal occupational injury by economic activity","A","Annual","INJ_FATL_NB","Cases of fatal occupational injury","ECO",1970,2024,"14/02/2026 20:48:48",35677,146,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_NFTL_SEX_MIG_NB_A","INJ_NFTL_SEX_MIG_NB","Cases of non-fatal occupational injury by sex and migrant status","A","Annual","INJ_NFTL_NB","Cases of non-fatal occupational injury","SEX,MIG",1970,2024,"13/02/2026 12:54:59",9497,146,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_NFTL_ECO_NB_A","INJ_NFTL_ECO_NB","Cases of non-fatal occupational injury by economic activity","A","Annual","INJ_NFTL_NB","Cases of non-fatal occupational injury","ECO",1970,2024,"14/02/2026 20:48:48",44020,144,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_NFTL_INJ_ECO_NB_A","INJ_NFTL_INJ_ECO_NB","Cases of non-fatal occupational injury by type of incapacity and economic activity","A","Annual","INJ_NFTL_NB","Cases of non-fatal occupational injury","INJ,ECO",1971,2024,"14/02/2026 20:48:48",34722,93,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_NFTL_SEX_INJ_MIG_NB_A","INJ_NFTL_SEX_INJ_MIG_NB","Cases of non-fatal occupational injury by sex, type of incapacity and migrant status","A","Annual","INJ_NFTL_NB","Cases of non-fatal occupational injury","SEX,INJ,MIG",1971,2024,"13/02/2026 12:54:59",11111,92,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_FATL_SEX_MIG_RT_A","INJ_FATL_SEX_MIG_RT","Fatal occupational injuries per 100'000 workers by sex and migrant status","A","Annual","INJ_FATL_RT","Fatal occupational injuries per 100'000 workers","SEX,MIG",1969,2024,"13/02/2026 12:54:59",4536,124,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_FATL_ECO_RT_A","INJ_FATL_ECO_RT","Fatal occupational injuries per 100'000 workers by economic activity","A","Annual","INJ_FATL_RT","Fatal occupational injuries per 100'000 workers","ECO",1969,2024,"13/02/2026 12:54:59",33302,128,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_NFTL_SEX_MIG_RT_A","INJ_NFTL_SEX_MIG_RT","Non-fatal occupational injuries per 100'000 workers by sex and migrant status","A","Annual","INJ_NFTL_RT","Non-fatal occupational injuries per 100'000 workers","SEX,MIG",1970,2024,"13/02/2026 12:54:59",4484,120,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"INJ_NFTL_ECO_RT_A","INJ_NFTL_ECO_RT","Non-fatal occupational injuries per 100'000 workers by economic activity","A","Annual","INJ_NFTL_RT","Non-fatal occupational injuries per 100'000 workers","ECO",1970,2024,"13/02/2026 12:54:59",38565,120,,"YI","Annual indicators","INJ","Occupational injuries","OSH","Occupational Safety and Health Statistics (OSH)"
"LAI_WOPL_NOC_NB_A","LAI_WOPL_NOC_NB","Registered workplaces that could be selected for labour inspection","A","Annual","LAI_WOPL_NB","Number of registered workplaces that could be selected for labour inspection",,2000,2024,"06/02/2026 10:02:56",628,84,,"YI","Annual indicators","LAI","Labour inspection","OSH","Occupational Safety and Health Statistics (OSH)"
"LAI_INSP_SEX_NB_A","LAI_INSP_SEX_NB","Number of labour inspectors by sex","A","Annual","LAI_INSP_NB","Number of labour inspectors","SEX",2008,2024,"04/02/2026 20:43:18",2101,100,,"YI","Annual indicators","LAI","Labour inspection","OSH","Occupational Safety and Health Statistics (OSH)"
"LAI_VIST_NOC_NB_A","LAI_VIST_NOC_NB","Number of labour inspection visits to workplaces during the year","A","Annual","LAI_VIST_NB","Number of labour inspection visits",,1996,2024,"06/02/2026 09:55:07",866,102,,"YI","Annual indicators","LAI","Labour inspection","OSH","Occupational Safety and Health Statistics (OSH)"
"LAI_INDE_NOC_RT_A","LAI_INDE_NOC_RT","Inspectors per 10'000 employed persons","A","Annual","LAI_INDE_RT","Inspectors per 10'000 employed persons",,2009,2024,"11/01/2026 07:02:14",743,86,,"YI","Annual indicators","LAI","Labour inspection","OSH","Occupational Safety and Health Statistics (OSH)"
"LAI_VDIN_NOC_RT_A","LAI_VDIN_NOC_RT","Labour inspection visits per inspector","A","Annual","LAI_VDIN_RT","Labour inspection visits per inspector",,2008,2024,"06/02/2026 08:17:06",808,95,,"YI","Annual indicators","LAI","Labour inspection","OSH","Occupational Safety and Health Statistics (OSH)"
"ILR_TUMT_NOC_RT_A","ILR_TUMT_NOC_RT","Trade union density rate (%)","A","Annual","ILR_TUMT_RT","Trade union density rate",,2000,2020,"21/06/2024 11:56:21",1287,139,,"IRDATA","Industrial relations (IRDATA)","ILR","Industrial relations","IRDATA","Industrial Relations Data (IRdata)"
"ILR_CBCT_NOC_RT_A","ILR_CBCT_NOC_RT","Collective bargaining coverage rate (%)","A","Annual","ILR_CBCT_RT","Collective bargaining coverage rate",,2000,2020,"03/05/2022 16:55:20",865,99,,"IRDATA","Industrial relations (IRDATA)","ILR","Industrial relations","IRDATA","Industrial Relations Data (IRdata)"
"STR_TSTR_ECO_NB_A","STR_TSTR_ECO_NB","Number of strikes and lockouts by economic activity","A","Annual","STR_TSTR_NB","Number of strikes and lockouts","ECO",1969,2024,"02/03/2026 20:50:26",28913,127,,"YI","Annual indicators","ILR","Industrial relations","IRDATA","Industrial Relations Data (IRdata)"
"STR_DAYS_ECO_NB_A","STR_DAYS_ECO_NB","Days not worked due to strikes and lockouts by economic activity","A","Annual","STR_DAYS_NB","Days not worked due to strikes and lockouts","ECO",1969,2024,"02/03/2026 20:50:26",28882,117,,"YI","Annual indicators","ILR","Industrial relations","IRDATA","Industrial Relations Data (IRdata)"
"STR_WORK_ECO_NB_A","STR_WORK_ECO_NB","Workers involved in strikes and lockouts by economic activity (thousands)","A","Annual","STR_WORK_NB","Number of workers involved in strikes and lockouts","ECO",1969,2024,"02/03/2026 20:50:26",28889,123,,"YI","Annual indicators","ILR","Industrial relations","IRDATA","Industrial Relations Data (IRdata)"
"STR_DAYS_ECO_RT_A","STR_DAYS_ECO_RT","Days not worked due to strikes and lockouts by economic activity (per 1000 workers)","A","Annual","STR_DAYS_RT","Days not worked per 1000 workers due to strikes and lockouts","ECO",1980,2024,"02/03/2026 20:50:26",10426,57,,"YI","Annual indicators","ILR","Industrial relations","IRDATA","Industrial Relations Data (IRdata)"
"MST_FORP_SEX_CBR_NB_A","MST_FORP_SEX_CBR_NB","Working-age foreign-born population by sex and country of birth (thousands)","A","Annual","MST_FORP_NB","Foreign-born population","SEX,CBR",2000,2024,"24/02/2026 15:17:47",8893,93,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_NCTP_SEX_CCT_NB_A","MST_NCTP_SEX_CCT_NB","Working age foreign citizens by sex and country of citizenship (thousands)","A","Annual","MST_NCTP_NB","Foreign citizen population","SEX,CCT",2000,2024,"30/01/2026 17:34:53",8169,85,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_FORE_SEX_CBR_NB_A","MST_FORE_SEX_CBR_NB","Employed foreign-born population by sex and country of birth (thousands)","A","Annual","MST_FORE_NB","Employed foreign-born persons","SEX,CBR",1992,2024,"24/02/2026 15:16:03",7272,85,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_NCTE_SEX_CCT_NB_A","MST_NCTE_SEX_CCT_NB","Employed foreign citizens by sex and country of citizenship (thousands)","A","Annual","MST_NCTE_NB","Employed foreign citizens","SEX,CCT",2000,2024,"18/02/2026 14:51:53",6552,78,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MNA_TPOP_SEX_CRS_NB_A","MNA_TPOP_SEX_CRS_NB","Stock of nationals abroad by sex and country of residence (thousands)","A","Annual","MNA_TPOP_NB","Stock of nationals abroad","SEX,CRS",1993,2024,"16/02/2026 14:44:29",904,36,,"ILMS","International labour migration statistics (ILMS)","MNA","Nationals abroad","ILMS","International Labour Migration Statistics (ILMS)"
"MFL_FPOP_SEX_CBR_NB_A","MFL_FPOP_SEX_CBR_NB","Inflow of working-age foreign-born population by sex and country of birth (thousands)","A","Annual","MFL_FPOP_NB","Inflow of foreign-born population","SEX,CBR",1992,2024,"24/02/2026 15:15:29",5822,64,,"ILMS","International labour migration statistics (ILMS)","MFL","International migrant flow","ILMS","International Labour Migration Statistics (ILMS)"
"MFL_NCIT_SEX_CCT_NB_A","MFL_NCIT_SEX_CCT_NB","Inflow of working age foreign citizens by sex and country of citizenship (thousands)","A","Annual","MFL_NCIT_NB","Inflow of foreign citizens","SEX,CCT",1980,2024,"16/02/2026 14:26:34",9326,53,,"ILMS","International labour migration statistics (ILMS)","MFL","International migrant flow","ILMS","International Labour Migration Statistics (ILMS)"
"MFL_FWAP_SEX_EDU_NB_A","MFL_FWAP_SEX_EDU_NB","Inflow of working-age foreign-born population by sex and education (thousands)","A","Annual","MFL_FWAP_NB","Inflow of foreign-born working-age population","SEX,EDU",1992,2024,"19/02/2026 12:01:10",2376,41,,"ILMS","International labour migration statistics (ILMS)","MFL","International migrant flow","ILMS","International Labour Migration Statistics (ILMS)"
"MFL_NWAP_SEX_EDU_NB_A","MFL_NWAP_SEX_EDU_NB","Inflow of working age foreign citizens by sex and education (thousands)","A","Annual","MFL_NWAP_NB","Inflow of foreign citizens of working age","SEX,EDU",2000,2024,"20/01/2026 15:02:03",2419,33,,"ILMS","International labour migration statistics (ILMS)","MFL","International migrant flow","ILMS","International Labour Migration Statistics (ILMS)"
"MNA_XRET_SEX_CPR_NB_A","MNA_XRET_SEX_CPR_NB","Inflow of nationals returned from abroad by sex and country of previous residence (thousands)","A","Annual","MNA_XRET_NB","Inflow of nationals returned from abroad","SEX,CPR",2009,2024,"16/02/2026 15:01:55",3775,48,,"ILMS","International labour migration statistics (ILMS)","MNA","Nationals abroad","ILMS","International Labour Migration Statistics (ILMS)"
"MFL_FEMP_SEX_ECO_NB_A","MFL_FEMP_SEX_ECO_NB","Inflow of employed foreign-born population by sex and economic activity (thousands)","A","Annual","MFL_FEMP_NB","Inflow of foreign-born employed persons","SEX,ECO",1997,2024,"02/02/2026 07:35:04",2118,38,,"ILMS","International labour migration statistics (ILMS)","MFL","International migrant flow","ILMS","International Labour Migration Statistics (ILMS)"
"MFL_NEMP_SEX_ECO_NB_A","MFL_NEMP_SEX_ECO_NB","Inflow of employed foreign citizens by sex and economic activity (thousands)","A","Annual","MFL_NEMP_NB","Inflow of employed foreign citizens","SEX,ECO",2001,2024,"21/12/2025 09:17:09",2524,34,,"ILMS","International labour migration statistics (ILMS)","MFL","International migrant flow","ILMS","International Labour Migration Statistics (ILMS)"
"MFL_FEMP_SEX_OCU_NB_A","MFL_FEMP_SEX_OCU_NB","Inflow of employed foreign-born population by sex and occupation (thousands)","A","Annual","MFL_FEMP_NB","Inflow of foreign-born employed persons","SEX,OCU",1997,2024,"20/02/2026 10:32:53",1783,37,,"ILMS","International labour migration statistics (ILMS)","MFL","International migrant flow","ILMS","International Labour Migration Statistics (ILMS)"
"MFL_NEMP_SEX_OCU_NB_A","MFL_NEMP_SEX_OCU_NB","Inflow of employed foreign citizens by sex and occupation (thousands)","A","Annual","MFL_NEMP_NB","Inflow of employed foreign citizens","SEX,OCU",2001,2024,"20/01/2026 15:03:06",2198,32,,"ILMS","International labour migration statistics (ILMS)","MFL","International migrant flow","ILMS","International Labour Migration Statistics (ILMS)"
"MNA_OPOP_SEX_CDS_NB_A","MNA_OPOP_SEX_CDS_NB","Outflow of nationals by sex and country of destination (thousands)","A","Annual","MNA_OPOP_NB","Outflow of nationals","SEX,CDS",1997,2024,"16/02/2026 15:01:54",2792,54,,"ILMS","International labour migration statistics (ILMS)","MNA","Nationals abroad","ILMS","International Labour Migration Statistics (ILMS)"
"MNA_OEMP_SEX_CDS_NB_A","MNA_OEMP_SEX_CDS_NB","Outflow of nationals for employment by sex and country of destination (thousands)","A","Annual","MNA_OEMP_NB","Outflow of employed nationals","SEX,CDS",1980,2024,"05/12/2025 11:10:11",1975,29,,"ILMS","International labour migration statistics (ILMS)","MNA","Nationals abroad","ILMS","International Labour Migration Statistics (ILMS)"
"MNA_OEMP_SEX_EDU_NB_A","MNA_OEMP_SEX_EDU_NB","Outflow of nationals for employment by sex and education (thousands)","A","Annual","MNA_OEMP_NB","Outflow of employed nationals","SEX,EDU",1999,2024,"30/01/2026 15:45:48",1054,14,,"ILMS","International labour migration statistics (ILMS)","MNA","Nationals abroad","ILMS","International Labour Migration Statistics (ILMS)"
"MNA_OEMP_SEX_ECO_NB_A","MNA_OEMP_SEX_ECO_NB","Outflow of nationals for employment by sex and economic activity (thousands)","A","Annual","MNA_OEMP_NB","Outflow of employed nationals","SEX,ECO",2010,2024,"14/12/2025 09:29:21",701,12,,"ILMS","International labour migration statistics (ILMS)","MNA","Nationals abroad","ILMS","International Labour Migration Statistics (ILMS)"
"MNA_OEMP_SEX_OCU_NB_A","MNA_OEMP_SEX_OCU_NB","Outflow of nationals for employment by sex and occupation (thousands)","A","Annual","MNA_OEMP_NB","Outflow of employed nationals","SEX,OCU",2004,2024,"30/01/2026 15:47:16",1104,13,,"ILMS","International labour migration statistics (ILMS)","MNA","Nationals abroad","ILMS","International Labour Migration Statistics (ILMS)"
"EMP_CARE_SEX_CAT_NB_A","EMP_CARE_SEX_CAT_NB","Employment by sex and care worker type (thousands)","A","Annual","EMP_CARE_NB","Care employment (previous ILO definition)","SEX,CAT",1991,2025,"25/02/2026 07:01:06",18435,126,,"PROFILES","Worker and Sector Profiles (PROFILES)","CAR","Paid care workers","PROFILES","Worker and Sector Profiles (PROFILES)"
"EMP_CARE_SEX_AGE_NB_A","EMP_CARE_SEX_AGE_NB","Care employment by sex and age (thousands)","A","Annual","EMP_CARE_NB","Care employment (previous ILO definition)","SEX,AGE",1991,2025,"25/02/2026 07:01:06",27984,126,,"PROFILES","Worker and Sector Profiles (PROFILES)","CAR","Paid care workers","PROFILES","Worker and Sector Profiles (PROFILES)"
"EMP_CARE_SEX_EDU_NB_A","EMP_CARE_SEX_EDU_NB","Care employment by sex and education (thousands)","A","Annual","EMP_CARE_NB","Care employment (previous ILO definition)","SEX,EDU",1991,2025,"25/02/2026 07:01:06",15988,124,,"PROFILES","Worker and Sector Profiles (PROFILES)","CAR","Paid care workers","PROFILES","Worker and Sector Profiles (PROFILES)"
"EMP_CARE_SEX_MTS_NB_A","EMP_CARE_SEX_MTS_NB","Care employment by sex and marital status (thousands)","A","Annual","EMP_CARE_NB","Care employment (previous ILO definition)","SEX,MTS",1991,2025,"25/02/2026 07:01:06",9131,117,,"PROFILES","Worker and Sector Profiles (PROFILES)","CAR","Paid care workers","PROFILES","Worker and Sector Profiles (PROFILES)"
"EMP_CARE_SEX_GEO_NB_A","EMP_CARE_SEX_GEO_NB","Care employment by sex and rural / urban areas (thousands)","A","Annual","EMP_CARE_NB","Care employment (previous ILO definition)","SEX,GEO",1996,2025,"16/02/2026 19:17:09",6521,96,,"PROFILES","Worker and Sector Profiles (PROFILES)","CAR","Paid care workers","PROFILES","Worker and Sector Profiles (PROFILES)"
"EMP_CARE_SEX_CCT_NB_A","EMP_CARE_SEX_CCT_NB","Care employment by sex and citizenship (thousands)","A","Annual","EMP_CARE_NB","Care employment (previous ILO definition)","SEX,CCT",1996,2025,"23/02/2026 07:04:04",3954,76,,"PROFILES","Worker and Sector Profiles (PROFILES)","CAR","Paid care workers","PROFILES","Worker and Sector Profiles (PROFILES)"
