disruption_type,url_count,url_bucket
country_relations,1,1
cyclone_hurricane,1,1
country_relations,1,1
cyclone_hurricane,1,1
protests,1,1
protests,1,1
trade_embargo,1,1
flood,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
labour_strike,1,1
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
tariffs,1,1
protests,1,1
country_relations,1,1
extreme_heat,1,1
protests,1,1
country_relations,1,1
trade_embargo,2,2-3
flood,1,1
extreme_heat,1,1
trade_embargo,1,1
cyclone_hurricane,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
country_relations,1,1
cyclone_hurricane,1,1
flood,3,2-3
unknown,1,1
cyclone_hurricane,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
labour_strike,1,1
cyclone_hurricane,1,1
unknown,1,1
unknown,1,1
extreme_heat,1,1
trade_embargo,1,1
unknown,1,1
flood,1,1
unknown,1,1
unknown,1,1
extreme_heat,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
extreme_heat,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
trade_embargo,2,2-3
unknown,1,1
trade_embargo,1,1
unknown,1,1
earthquake,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,2,2-3
trade_embargo,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
mine_accident,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
unknown,1,1
extreme_heat,1,1
flood,1,1
flood,1,1
labour_strike,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
drought,2,2-3
country_relations,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,2,2-3
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
tariffs,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
cyclone_hurricane,1,1
extreme_heat,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
landslide,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
drought,1,1
country_relations,1,1
unknown,1,1
extreme_heat,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
earthquake,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
country_relations,2,2-3
unknown,1,1
unknown,1,1
flood,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
extreme_heat,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
drought,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
flood,1,1
country_relations,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
cyclone_hurricane,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
flood,1,1
tariffs,1,1
