globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl,url_normalized,title,meta_description,http_status,fetch_error
1149259121,20240101,20240101230000,012,012,01,1,10,1,10,-3.95136778115501,"Oak Park, Western Australia, Australia",AS,AS08,5485,-31.1667,116.9,-1592678,20240101230000,https://www.theguardian.com/environment/2024/jan/02/endangered-blue-groper-speared-australia-man-fined-killing,https://www.theguardian.com/environment/2024/jan/02/endangered-blue-groper-speared-australia-man-fined-killing,Blue groper: man fined $800 for killing protected fish in Sydney | Marine life | The Guardian,"Cronulla residents believe the fish may have been ‘Gus’, a 35- to 40-year-old blue groper known to swimmers and divers in the area",200,
1149259132,20240101,20240101230000,0841,084,08,2,10,1,10,0,,,,,,,,20240101230000,https://www.navhindtimes.in/2024/01/02/goanews/iit-campus-govt-waiting-for-central-approval-for-rivona-land-says-cm/,https://www.navhindtimes.in/2024/01/02/goanews/iit-campus-govt-waiting-for-central-approval-for-rivona-land-says-cm/,,,500,bad_status_or_empty:500
1149259140,20240101,20240101230000,046,046,04,1,1,1,1,-1.9047619047619,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,20240101230000,https://www.newsindiatimes.com/desantis-haley-pledge-to-pardon-trump-if-hes-convicted/,https://www.newsindiatimes.com/desantis-haley-pledge-to-pardon-trump-if-hes-convicted/,"DeSantis, Haley pledge to pardon Trump if he's convicted - News India Times","Donald Trump's leading Republican primary challengers said in recent days that if they are elected, they would pardon the former president should he be",200,
1149259146,20240101,20240101230000,061,061,06,2,7,1,7,0.20283975659229,China,CH,CH,,35,105,CH,20240101230000,http://www.koreatimesus.com/exports-slip-7-4-pct-in-2023-on-weak-chip-demand/,http://www.koreatimesus.com/exports-slip-7-4-pct-in-2023-on-weak-chip-demand/,,,404,bad_status_or_empty:404
1149259151,20240101,20240101230000,031,031,03,1,10,1,10,0.28985507246377,New Zealand,NZ,NZ,,-42,174,NZ,20240101230000,https://www.australiandefence.com.au/news/news/new-surveillance-drones-for-nzdf,https://www.australiandefence.com.au/news/news/new-surveillance-drones-for-nzdf,New surveillance drones for NZDF - Australian Defence Magazine,The New Zealand Army will take delivery of three new sets of small Uncrewed Aerial Systems and remote ground sensor systems in 2024 | Tim Fish,200,
1149259154,20240101,20240101230000,043,043,04,1,10,1,10,-8.80503144654088,,,,,,,,20240101230000,https://www.12onyourside.com/2024/01/01/2-people-arrive-hospital-after-shooting-hopewell/,https://www.12onyourside.com/2024/01/01/2-people-arrive-hospital-after-shooting-hopewell/,2 people arrive at hospital after shooting in Hopewell,Police say the shooting happened in the 300 block of Cavalier Square early on New Year's Day.,200,
1149259155,20240101,20240101230000,010,010,01,1,10,1,10,-1.2012012012012,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20240101230000,https://www.foxnews.com/us/tennessee-police-wrangle-wayward-beaver-hospital-christmas-day,https://www.foxnews.com/us/tennessee-police-wrangle-wayward-beaver-hospital-christmas-day,Tennessee police wrangle wayward beaver out of hospital on Christmas Day | Fox News,"The Bartlett Police Department released video of their officers catching a wayward beaver at Saint Francis Hospital on Christmas, eventually releasing the animal into the wild.",200,
1149259159,20240101,20240101230000,0256,025,02,1,1,1,1,-9.60942343459393,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,20240101230000,https://nationalinterest.org/feature/wages-neglect-syria-208100,https://nationalinterest.org/feature/wages-neglect-syria-208100,,,403,bad_status_or_empty:403
1149259167,20240101,20240101230000,051,051,05,1,10,1,10,-0.32679738562092,,,,,,,,20240101230000,https://www.ibtimes.co.in/2024-will-be-promising-year-karnataka-says-siddaramaiah-865079,https://www.ibtimes.co.in/2024-will-be-promising-year-karnataka-says-siddaramaiah-865079,"2024 will be a promising year for Karnataka, says Siddaramaiah - IBTimes India",Karnataka Chief Minister Siddaramaiah extended new year greetings to senior government officials who met him on Monday and hoped that the year 2024 will be a promising year for the state.,200,
1149259184,20240101,20240101230000,111,111,11,3,4,1,4,-4.24665503199534,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20240101230000,https://blackgirlinmaine.com/commentary/a-year-in-review-reflections-expansion-and-growth-at-50/comment-page-1/,https://blackgirlinmaine.com/commentary/a-year-in-review-reflections-expansion-and-growth-at-50/comment-page-1/,,,307,bad_status_or_empty:307
1149259189,20240101,20240101230000,186,186,18,4,2,1,2,-2.9331514324693,Japan,JA,JA,,36,138,JA,20240101230000,https://gamerant.com/did-attack-on-titan-revamp-the-code-geass-style-ending/,https://gamerant.com/did-attack-on-titan-revamp-the-code-geass-style-ending/,Did Attack On Titan Revamp The Code Geass-Style Ending?,"Both critical acclaimed series have endings that feature quite a few common threads, and here's why they both work in their own way.",200,
1149259229,20240101,20240101230000,111,111,11,3,10,1,10,4.48430493273543,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20240101230000,https://www.wbls.com/about/press,https://www.wbls.com/about/press,,,404,bad_status_or_empty:404
1149259230,20240101,20240101230000,192,192,19,4,10,1,10,-1.23691722169363,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20240101230000,https://wattsupwiththat.com/2024/01/01/speaker-on-bbc-verify-correspondents-six-month-sabbatical-course-has-called-for-jailing-climate-contrarians/,https://wattsupwiththat.com/2024/01/01/speaker-on-bbc-verify-correspondents-six-month-sabbatical-course-has-called-for-jailing-climate-contrarians/,Speaker on BBC Verify Correspondent’s Six Month Sabbatical Course Has Called for Jailing Climate Contrarians – Watts Up With That?,"From the DAILY SCEPTIC BY CHRIS MORRISON Further and better particulars have emerged about the green billionaire-funded course run by the Oxford Climate Journalism Network (OCJN), which has to date attracted over 400 participants from around the world. It recently signed up Marco Silva, the climate ‘disinformation’ specialist employed by BBC Verify. To “hit closer to home”, course…",200,
1149259231,20240101,20240101230000,010,010,01,1,10,1,10,-3.79746835443038,"California, United States",US,USCA,,36.17,-119.746,CA,20240101230000,https://techstory.in/vandal-caught-on-tesla-cam-technology-exposes-costo-miscreant/,https://techstory.in/vandal-caught-on-tesla-cam-technology-exposes-costo-miscreant/,Vandal Caught on Tesla Cam: Technology Exposes Costo Miscreant - TechStory,"A study by the Electric Vehicle Charging Association indicates that over 20% of EV charging stations have experienced vandalism, disrupting essential charging services.",200,
1149259242,20240101,20240101230000,138,138,13,3,8,1,8,-11.7647058823529,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine",UP,UP04,28546,48.463,35.039,-1037865,20240101230000,https://news.yahoo.com/russians-launch-shahed-uavs-again-194805676.html,https://news.yahoo.com/russians-launch-shahed-uavs-again-194805676.html,Your privacy choices,,200,
1149259254,20240101,20240101230000,090,090,09,2,10,1,10,-0.0771010023130305,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,20240101230000,https://www.womansworld.com/posts/nutrition/health-benefits-maca-root-menopause,https://www.womansworld.com/posts/nutrition/health-benefits-maca-root-menopause,Maca Powder Benefits Females: Nature’s Menopause Soother | Woman's World,"Maca powder benefits for females include fewer menopausal hot flashes, a boost in libido, stronger bones and more, top health experts agree.",200,
1149259257,20240101,20240101230000,040,040,04,1,10,1,10,3.43811394891945,Nigeria,NI,NI,,10,8,NI,20240101230000,https://tribuneonlineng.com/apc-must-develop-sustainable-source-of-funding-lukman/,https://tribuneonlineng.com/apc-must-develop-sustainable-source-of-funding-lukman/,,,403,bad_status_or_empty:403
1149259260,20240101,20240101230000,190,190,19,4,3,1,3,0.58479532163743,"Indiana, United States",US,USIN,,39.8647,-86.2604,IN,20240101230000,https://abc7amarillo.com/news/local/clovis-man-rides-in-2024-rose-parade-decorate-lions-club-international-float-roger-cherry-suzie-cherry,https://abc7amarillo.com/news/local/clovis-man-rides-in-2024-rose-parade-decorate-lions-club-international-float-roger-cherry-suzie-cherry,"Clovis man rides in the 2024 Rose Parade, helps decorate float","We&rsquo;ve all seen the Rose Parade on TV. A Clovis couple will be watching in person in Pasadena, Calif., on Monday &ndash; and Roger Cherry will be in it.Suzie and Roger",200,
1149259268,20240101,20240101230000,016,016,01,1,5,1,5,-7.89473684210528,,,,,,,,20240101230000,https://www.navhindtimes.in/2024/01/02/goanews/six-lives-lost-within-24-hours-in-goa/,https://www.navhindtimes.in/2024/01/02/goanews/six-lives-lost-within-24-hours-in-goa/,,,500,bad_status_or_empty:500
1149259288,20240101,20240101230000,010,010,01,1,6,1,6,-10.1226993865031,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20240101230000,https://news.yahoo.com/russia-kicked-off-record-breaking-215718201.html,https://news.yahoo.com/russia-kicked-off-record-breaking-215718201.html,Your privacy choices,,200,
1149259335,20240101,20240101230000,040,040,04,1,6,1,6,2.05479452054795,"Town Of Orange, Massachusetts, United States",US,USMA,,42.6168,-72.2995,618173,20240101230000,https://www.recorder.com/North-Quabbin-Notebook-Jan-2-2024-53487393,https://www.recorder.com/North-Quabbin-Notebook-Jan-2-2024-53487393,"North Quabbin Notebook: Jan. 2, 2024 - Greenfield Recorder","Series of genealogy workshops starts Jan. 11NEW SALEM — Genealogy workshops for beginners are set for the New Salem Public Salem Library on Jan. 11, Feb. 8, March 14 and April 11, all starting at 4 p.m.The workshops will be led by Philip Johnson, a...",200,
1149259359,20240101,20240101230000,010,010,01,1,8,1,8,-0.9469696969697,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240101230000,https://www.elwakt.com/news/26b399874.html,https://www.elwakt.com/news/26b399874.html,,,0,exception:ConnectionError
1149259392,20240101,20240101230000,010,010,01,1,2,1,2,0.5,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20240101230000,https://www.recorder.com/Eversource-introduces-Rapid-Pole-technology-to-more-quickly-restore-power-53508384,https://www.recorder.com/Eversource-introduces-Rapid-Pole-technology-to-more-quickly-restore-power-53508384,Eversource introduces Rapid Pole technology to more quickly restore power - Greenfield Recorder,Eversource has introduced to western Massachusetts equipment that can more quickly restore power to customers in the event of a downed or damaged utility pole.Rapid Pole technology was launched in New Hampshire 13 months ago and rolled out in this...,200,
1149259402,20240101,20240101230000,010,010,01,1,4,1,4,-0.54525627044711,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20240101230000,https://www.elwakt.com/news/27a399873.html,https://www.elwakt.com/news/27a399873.html,,,0,exception:ConnectionError
1149259407,20240101,20240101230000,090,090,09,2,10,1,10,2.27703984819735,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20240101230000,https://www.navhindtimes.in/2024/01/02/nationalnews/isro-successfully-launches-satellite-to-study-black-holes/,https://www.navhindtimes.in/2024/01/02/nationalnews/isro-successfully-launches-satellite-to-study-black-holes/,,,500,bad_status_or_empty:500
1149259413,20240101,20240101230000,190,190,19,4,10,1,10,0.95238095238095,Israel,IS,IS,,31.5,34.75,IS,20240101230000,https://unitedwithisrael.org/watch-druze-idf-soldier-comes-home-after-50-days-of-combat/,https://unitedwithisrael.org/watch-druze-idf-soldier-comes-home-after-50-days-of-combat/,,,403,bad_status_or_empty:403
1149259835,20231202,20240101231500,051,051,05,1,1,1,1,0.66555740432613,Guinea,GV,GV,,11,-10,GV,20240101231500,https://www.thenational.com.pg/challenges-for-enb-in-2023/,https://www.thenational.com.pg/challenges-for-enb-in-2023/,Challenges for ENB in 2023 | The National,,200,
1149259838,20240101,20240101231500,0874,087,08,2,10,1,10,4.28571428571429,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20240101231500,https://www.drive.com.au/cars-for-sale/car/969479265/,https://www.drive.com.au/cars-for-sale/car/969479265/,,,404,bad_status_or_empty:404
1149259839,20240101,20240101231500,043,043,04,1,2,1,2,1.41342756183745,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240101231500,https://www.kristv.com/news/local-news/in-your-neighborhood/nueces-county/port-aransas/port-aransas-locals-went-into-2024-with-a-splash,https://www.kristv.com/news/local-news/in-your-neighborhood/nueces-county/port-aransas/port-aransas-locals-went-into-2024-with-a-splash,Port Aransas locals went into 2024 with a splash,"The second annual Port Aransas Polar Plunge was held at sunrise on New Year's Day at Horace Caldwell Pier, as nearly 60 people plunged into the ocean.",200,
1149259842,20240101,20240101231500,080,080,08,2,3,1,3,-5.12396694214876,"Columbus, Ohio, United States",US,USOH,OH049,39.9612,-82.9988,1080996,20240101231500,https://abc6onyourside.com/news/local/young-boy-recovering-after-being-hit-by-car-police-tracking-multiple-hit-and-runs-december-2023-january-2024-central-columbus-ohio,https://abc6onyourside.com/news/local/young-boy-recovering-after-being-hit-by-car-police-tracking-multiple-hit-and-runs-december-2023-january-2024-central-columbus-ohio,Child recovering after being hit by car; Police tracking multiple hit and runs,Heart-pounding moments for a west side family; their five-year-old boy was hit by a truck as he crossed the street over the holiday weekend.,200,
1149259844,20240101,20240101231500,020,020,02,1,5,1,5,-1.96463654223969,"South Carolina, United States",US,USSC,,33.8191,-80.9066,SC,20240101231500,https://www.live5news.com/2024/01/01/sc-leaders-push-study-insurance-costs-possible-new-regulations/,https://www.live5news.com/2024/01/01/sc-leaders-push-study-insurance-costs-possible-new-regulations/,"SC leaders push for study of insurance costs, possible new regulations",South Carolina lawmakers plan to track prices and the state of the insurance industry with the potential to create regulations for the field.,200,
1149259845,20240101,20240101231500,042,042,04,1,2,1,2,6.282722513089,"Rivers State, Rivers, Nigeria",NI,NI50,23058,4.75,6.83333,-2025387,20240101231500,https://thenewsnigeria.com.ng/2024/01/01/former-president-obasanjo-in-surprise-private-visit-in-rivers/,https://thenewsnigeria.com.ng/2024/01/01/former-president-obasanjo-in-surprise-private-visit-in-rivers/,Former President Obasanjo in surprise private visit in Rivers - The NEWS,"Former Nigerian President Olusegun Obasanjo on Saturday, December 30, paid unannounced private visit to Rumuada-Ogbakiri in Emohua local Government Area of Rivers State in honour of Prof. Vincent O Nmehielle, Secretary General of the African Development Bank, ADB",200,
1149259848,20240101,20240101231500,020,020,02,1,5,1,5,6.93240901213172,"Putnam County, Illinois, United States",US,USIL,,41.2,-89.2834,424279,20240101231500,http://www.bannergraphic.com/story/3023426.html,http://www.bannergraphic.com/story/3023426.html,,,451,bad_status_or_empty:451
1149259853,20240101,20240101231500,036,036,03,1,1,1,1,-1.87793427230047,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20240101231500,https://www.dailyexcelsior.com/panchayat-municipal-polls-to-also-figure-in-shahs-todays-meeting/,https://www.dailyexcelsior.com/panchayat-municipal-polls-to-also-figure-in-shahs-todays-meeting/,"Panchayat, Municipal polls to also figure in Shah’s today’s meeting - Daily Excelsior","Fiscal issues, Ind Policy to be reviewed Call on annual budget may also be taken Sanjeev Pargal JAMMU, Jan 1: Conduct of Rural and Urban Local Bodies elections is expected to figure prominently in tomorrow’s meeting on Jammu and Kashmir development and security situation called by Union Home Minister Amit Shah in New Delhi which will also be attended among others by Lieutenant Governor Manoj Sinha. Urban Local Bodies have completed their five-year term in November-December last year and the […]",200,
1149259856,20240101,20240101231500,046,046,04,1,3,1,3,2.04918032786885,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,20240101231500,https://www.glennbeck.com/radio/20-times-audience-saved-world,https://www.glennbeck.com/radio/20-times-audience-saved-world,Search | Glenn Beck,"Search and discover Glenn Beck's exclusive articles, podcasts, and videos all in one place.",200,
1149259858,20240101,20240101231500,100,100,10,3,10,1,10,-2.89017341040462,"Jacobabad, Sindh, Pakistan",PK,PK05,23684,28.281,68.4388,-2762912,20240101231500,https://www.thenews.com.pk/print/1143866-urban-planning,https://www.thenews.com.pk/print/1143866-urban-planning,Urban planning,Unplanned urbanization in Pakistan poses significant threats to the well-being of our cities and their inhabitants. The rapid and unregulated growth of urban areas in our country has given rise to a...,200,
1149259859,20240101,20240101231500,010,010,01,1,8,1,8,-2.38095238095238,Australia,AS,AS,,-25,135,AS,20240101231500,https://www.thenational.com.pg/k200mil-cocaine-four-guilty/,https://www.thenational.com.pg/k200mil-cocaine-four-guilty/,K200mil cocaine four guilty | The National,,200,
1149259863,20240101,20240101231500,040,040,04,1,10,1,10,1.92660550458716,Azerbaijan,AJ,AJ,,40.5,47.5,AJ,20240101231500,https://www.thenews.com.pk/print/1143860-cop28-a-critical-analysis,https://www.thenews.com.pk/print/1143860-cop28-a-critical-analysis,COP28: a critical analysis,"COP28, held late last year, included a global climate action summit attended by 154 heads of state and government, heads of UN agencies, major regional networks, business organizations, and civil...",200,
1149259865,20240101,20240101231500,042,042,04,1,2,1,2,-0.59523809523809,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,20240101231500,http://www.china.org.cn/world/Off_the_Wire/2024-01/02/content_116914336.htm,http://www.china.org.cn/world/Off_the_Wire/2024-01/02/content_116914336.htm,Israel appoints Katz as new FM in reshuffle agreement - China.org.cn,,200,
1149259871,20240101,20240101231500,100,100,10,3,6,1,6,-5.05836575875486,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20240101231500,https://www.oann.com/newsroom/raskin-claims-trump-will-attempt-to-overturn-the-election-again-if-he-loses/,https://www.oann.com/newsroom/raskin-claims-trump-will-attempt-to-overturn-the-election-again-if-he-loses/,Raskin Claims Trump Will Attempt To ‘Overturn The Election Again’ If He Loses – One America News Network,Maryland Representative Jamie Raskin advised the nation that former President Donald Trump may attempt to “overturn” the election again if he is defeated in the 2024 campaign.,200,
1149259879,20240101,20240101231500,042,042,04,1,2,1,2,5.38922155688623,"Kano State, Kano, Nigeria",NI,NI29,191066,11.5,8.5,-2014618,20240101231500,https://thenewsnigeria.com.ng/2024/01/01/kano-women-pray-for-govenor-yusufs-victory-at-supreme-court/,https://thenewsnigeria.com.ng/2024/01/01/kano-women-pray-for-govenor-yusufs-victory-at-supreme-court/,Kano women pray for Govenor Yusuf’s victory at Supreme Court - The NEWS,"A group of women sympathetic to Kano State  Governor, Engr. Abba Kabir Yusuf, on Sunday, stormed the city centre where they prayed, seeking divine intervention ahead of the Supreme Court verdict on March 18, 2023, governorship election in Kano.",200,
1149259880,20240101,20240101231500,051,051,05,1,8,1,8,2.37467018469657,"Kano, Kano, Nigeria",NI,NI29,191030,11.9964,8.51667,-2014610,20240101231500,https://thenewsnigeria.com.ng/2024/01/01/kudos-to-cp-gumel-and-nigeria-police-force/,https://thenewsnigeria.com.ng/2024/01/01/kudos-to-cp-gumel-and-nigeria-police-force/,Kudos to CP Gumel and Nigeria Police Force - The NEWS,"The Bible says, “give honour to whom honour is due”. On the 15th of December 2023, an arrest was made of a suspected child trafficker in Kano that led to the dismantling of a kidnapping network",200,
1149259881,20240101,20240101231500,042,042,04,1,2,1,2,3.63196125907991,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240101231500,https://www.torquenews.com/14335/these-tesla-vehicles-get-instant-7500-rebate-purchase-price-there-are-two-dont,https://www.torquenews.com/14335/these-tesla-vehicles-get-instant-7500-rebate-purchase-price-there-are-two-dont,"These Tesla Vehicles Get an Instant $7,500 Rebate Off the Purchase Price: There Are Two That Don't | Torque News","You can get an instant $7,500 tax credit on these Tesla vehicles in 2024. However, there are two vehicles that don't get this rebate.",200,
1149259883,20240101,20240101231500,100,100,10,3,5,1,5,-8.364312267658,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,20240101231500,https://www.thenews.com.pk/print/1143857-rise-in-terror,https://www.thenews.com.pk/print/1143857-rise-in-terror,Rise in terror,"The year that just ended – 2023 – saw an alarming rise in terrorism in the country, an aspect that followed right till the last day of the year when on Sunday , security forces had an...",200,
1149259890,20240101,20240101231500,130,130,13,3,10,1,10,-6.43776824034334,,,,,,,,20240101231500,https://www.postcourier.com.pg/ambulance-and-crew-attacked/,https://www.postcourier.com.pg/ambulance-and-crew-attacked/,Ambulance and crew attacked - Post Courier,"ST John Ambulances responding to an emergency near Laloki on the outskirts of the nation’s capital were attacked with stones, bottles, slingshots and a metal pole which pierced one of the ambulances endangering lives of the crew and patient on board.",200,
1149259891,20240101,20240101231500,0232,023,02,1,3,1,3,-2.22222222222222,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20240101231500,https://www.goulburnpost.com.au/story/8474364/ukraines-zelenskiy-says-russia-suffering-major-losses/?cs=14264,https://www.goulburnpost.com.au/story/8474364/ukraines-zelenskiy-says-russia-suffering-major-losses/?cs=14264,"Ukraine's Zelenskiy says Russia suffering major losses | Goulburn Post | Goulburn, NSW",Ukrainian President Volodymyr Zelenskiy says the notion that Russia was winning the nearly two-year-old war was only a...,200,
1149259892,20240101,20240101231500,130,130,13,3,8,1,8,-7.22433460076046,"Golan Heights, Syria (general), Syria",SY,SY00,26337,32.9049,35.8072,-2538190,20240101231500,http://www.china.org.cn/world/Off_the_Wire/2024-01/02/content_116914348.htm,http://www.china.org.cn/world/Off_the_Wire/2024-01/02/content_116914348.htm,Israel shells Syrian sites after militants attack Golan Heights - China.org.cn,,200,
1149259897,20240101,20240101231500,036,036,03,1,6,1,6,-1.03871576959396,"Springfield, Illinois, United States",US,USIL,IL167,39.8017,-89.6437,426595,20240101231500,https://chicago.suntimes.com/2024/1/1/24017044/decaying-springfield-pillsbury-grain-mill-once-churned-flour-getting-new-life,https://chicago.suntimes.com/2024/1/1/24017044/decaying-springfield-pillsbury-grain-mill-once-churned-flour-getting-new-life,Decaying Pillsbury mill that once churned flour into opportunity is now getting new life - Chicago Sun-Times,The nonprofit Moving Pillsbury Forward has $6 million in commitments and plans for obtaining the balance of the $10 million needed to raze the Springfield plant and redevelop the site.,200,
1149259901,20240101,20240101231500,043,043,04,1,6,1,6,1.64383561643836,"Harrisonburg, Virginia, United States",US,USVA,VA660,38.4496,-78.8689,1498489,20240101231500,https://www.whsv.com/2024/01/01/valley-residents-hope-win-810-million-powerball-jackpot/,https://www.whsv.com/2024/01/01/valley-residents-hope-win-810-million-powerball-jackpot/,Valley residents hope to win $810 million Powerball jackpot,Many people in the Valley headed out to gas stations on Monday to buy lottery tickets. The Powerball jackpot has climbed to a prize of an estimated $810 million ahead of its Monday night drawing to kick off the new year.,200,
1149259903,20240101,20240101231500,046,046,04,1,2,1,2,-2.34962406015038,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,20240101231500,https://twitchy.com/amy-curtis/2024/01/01/biden-nye-appearance-n2391279,https://twitchy.com/amy-curtis/2024/01/01/biden-nye-appearance-n2391279,Cringe Alert: Biden's NYE Appearance Is Embarrassingly Bad – Twitchy,"Last night, President Joe Biden and First Lady Jill Biden found time while vacationing at a luxury p",200,
1149259908,20240101,20240101231500,190,190,19,4,6,1,6,-1.36054421768707,"Manhattan, New York, United States",US,USNY,NY061,40.7834,-73.9662,971945,20240101231500,https://littleapplepost.com/posts/c17e4492-777d-42ec-b8a8-cb11fc1fe7b4,https://littleapplepost.com/posts/c17e4492-777d-42ec-b8a8-cb11fc1fe7b4,New Year's Day fire at home in Manhattan,"photo Manhattan Fire Dept.
                    RILEY COUNTY —Authorities are working to de",200,
1149259919,20240101,20240101231500,172,172,17,4,3,1,3,-4.96894409937888,"Port Augusta, South Australia, Australia",AS,AS05,5301,-32.496,137.773,-1595850,20240101231500,https://indaily.com.au/news/2024/01/02/truck-driver-faces-court-over-fatal-train-collision/,https://indaily.com.au/news/2024/01/02/truck-driver-faces-court-over-fatal-train-collision/,,,403,bad_status_or_empty:403
1149259923,20240101,20240101231500,015,015,01,1,10,1,10,-0.38216560509554,"Peshawar, North-West Frontier, Pakistan",PK,PK03,40347,34.0078,71.5733,-2771364,20240101231500,https://www.thenews.com.pk/print/1143861-environmental-justice,https://www.thenews.com.pk/print/1143861-environmental-justice,Environmental justice,"Environmental restorative justice is relevant with respect to healing the earth, protecting the rights of indigenous peoples and dealing with various environmental harms, crimes and injustices.It...",200,
1149259928,20240101,20240101231500,130,130,13,3,18,1,18,2.65087680233761,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20240101231500,https://indaily.com.au/news/national/2024/01/02/first-of-vape-bans-comes-into-effect/,https://indaily.com.au/news/national/2024/01/02/first-of-vape-bans-comes-into-effect/,,,403,bad_status_or_empty:403
1149259929,20240101,20240101231500,130,130,13,3,2,1,2,5.08771929824561,Denmark,DA,DA,,56,10,DA,20240101231500,https://indaily.com.au/news/world/2024/01/02/fairytale-as-australian-to-become-queen-of-denmark/,https://indaily.com.au/news/world/2024/01/02/fairytale-as-australian-to-become-queen-of-denmark/,,,403,bad_status_or_empty:403
1149259931,20240101,20240101231500,010,010,01,1,4,1,4,2.83687943262412,"Pernambuco, Estado de Pernambuco, Brazil",BR,BR30,18585,-8.05,-34.9,-665520,20240101231500,https://www.etfdailynews.com/2024/01/01/raia-drogasil-s-a-otcmktsradly-sees-significant-increase-in-short-interest/,https://www.etfdailynews.com/2024/01/01/raia-drogasil-s-a-otcmktsradly-sees-significant-increase-in-short-interest/,,,0,exception:ConnectionError
1149259935,20240101,20240101231500,051,051,05,1,10,1,10,1.74825174825175,"Karachi, Sindh, Pakistan",PK,PK05,40398,24.8667,67.05,-2764584,20240101231500,https://www.thenews.com.pk/print/1143871-stocks-celebrate-2024-with-massive-gains-imf-tranche-nears,https://www.thenews.com.pk/print/1143871-stocks-celebrate-2024-with-massive-gains-imf-tranche-nears,"Stocks celebrate 2024 with massive gains, IMF tranche nears","Stocks surged more than 3.5 percent on Monday, the first trading day of 2024, as investors cheered the economic stability and the prospects of receiving an IMF tranche this month, dealers said.The...",200,
1149259936,20240101,20240101231500,115,115,11,3,3,1,3,-0.76142131979696,"Mount Pleasant, Pennsylvania, United States",US,USPA,,40.8065,-75.1552,1181793,20240101231500,https://www.live5news.com/2024/01/01/lawsuit-clean-juice-claims-charleston-franchisee-did-not-follow-contract/,https://www.live5news.com/2024/01/01/lawsuit-clean-juice-claims-charleston-franchisee-did-not-follow-contract/,Lawsuit: Clean Juice claims Charleston franchisee did not follow contract,"A popular juice bar restaurant franchise claims their Charleston locations have violated their contract agreements, refused to make payments and used insider trade secrets to start up a competing juice bar franchise.",200,
1149259937,20240101,20240101231500,120,120,12,3,1,1,1,1.93798449612403,"University Of Delaware, Delaware, United States",US,USDE,,39.6796,-75.753,214788,20240101231500,https://www.delawarepublic.org/politics-government/2024-01-01/battle-for-alcohol-delivery-in-delaware-continues-with-legislation-to-allow-direct-to-consumer-sales,https://www.delawarepublic.org/politics-government/2024-01-01/battle-for-alcohol-delivery-in-delaware-continues-with-legislation-to-allow-direct-to-consumer-sales,Battle for alcohol delivery in Delaware continues with legislation to allow direct-to-consumer sales | Delaware Public Media,House Bill 259 would legalize the shipment of alcohol from craft breweries and distilleries directly to Delawareans' doorsteps.,200,
1149259941,20240101,20240101231500,120,120,12,3,1,1,1,-0.5089058524173,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240101231500,http://www.allgov.com/officials/mitchell-larry?officialid=30087,http://www.allgov.com/officials/mitchell-larry?officialid=30087,AllGov - Officials,Officials,200,
1149259950,20240101,20240101231500,046,046,04,1,2,1,2,-0.30769230769231,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20240101231500,https://torontosun.com/news/national/trudeau-fights-to-get-trump-on-the-ballot-in-canada,https://torontosun.com/news/national/trudeau-fights-to-get-trump-on-the-ballot-in-canada,Trudeau fights to get Trump on the ballot in Canada | Toronto Sun,"As Democrats fight to get Trump off the ballot in America, Trudeau fights to get him on the ballot in Canada.",200,
